Instructor,Last Name,First Name,Course,Quarter,Year,Total Enrolled in Course,Total CAPEs Given,Percentage Recommended Class,% Recommend Class,Percentage Recommended Professor,% Recommend Instructor,Study Hours per Week,Average Grade Expected,GPA Expected,Average Grade Received,GPA Received,Evalulation URL
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (A),SP20,2020,43,20,0.895,89.5,0.947,94.7,5.45,B+ (3.67),3.67,B+ (3.62),3.62,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004084
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (B),SP20,2020,74,27,1,100,1,100,5.27,B+ (3.59),3.59,B (3.28),3.28,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004085
Zimmermann Carsten,Zimmermann,Carsten,MGT 164 - Business and Org Leadership (C),SP20,2020,85,74,0.973,97.3,0.946,94.6,4.53,A- (3.81),3.81,A- (3.70),3.7,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004086
Meyer Alison Bloomfield,Meyer,Alison,MGT 164 - Business and Org Leadership (D),SP20,2020,85,71,0.972,97.2,0.915,91.5,5.06,A- (3.89),3.89,A- (3.81),3.81,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=010279
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (A),SP20,2020,76,33,0.75,75,0.625,62.5,5.38,B (3.29),3.29,B+ (3.48),3.48,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004087
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (B),SP20,2020,46,20,0.9,90,0.85,85,4.5,B+ (3.40),3.4,B+ (3.42),3.42,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004088
Demill Burritt,Demill,Burritt,MGT 166 - Corp Social Responsibility (C),SP20,2020,89,80,0.949,94.9,0.975,97.5,6.53,B+ (3.66),3.66,A- (3.70),3.7,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004089
Shaffer Lisa Robock,Shaffer,Lisa,MGT 166 - Corp Social Responsibility (D),SP20,2020,30,18,0.944,94.4,0.944,94.4,3.39,A- (3.88),3.88,A- (3.89),3.89,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004090
Jacob Jo Dee C,Jacob,Jo,MGT 167 - Social Entrepreneurship (A),SP20,2020,76,45,0.977,97.7,0.977,97.7,3.55,A- (3.70),3.7,B+ (3.53),3.53,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004091
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (A),SP20,2020,102,82,0.915,91.5,0.915,91.5,5.33,B+ (3.68),3.68,B+ (3.67),3.67,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004092
Royal Rebecca,Royal,Rebecca,MGT 172 - Business Project Management (A),SP20,2020,102,82,0.915,91.5,0.927,92.7,5.33,B+ (3.68),3.68,B+ (3.67),3.67,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004092A
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (B),SP20,2020,87,71,0.972,97.2,0.944,94.4,4.92,A- (3.81),3.81,A- (3.73),3.73,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004093
Moghadas Khorasani Sina,Moghadas,Khorasani,MGT 172 - Business Project Management (C),SP20,2020,47,46,0.957,95.7,0.978,97.8,4.72,A- (3.71),3.71,A- (3.79),3.79,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=010280
Moghadas Khorasani Sina,Moghadas,Khorasani,MGT 172 - Business Project Management (D),SP20,2020,17,16,0.938,93.8,1,100,4.25,B+ (3.57),3.57,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=010281
Fuller Robert L.,Fuller,Robert,MGT 173 - Project Mgt- Health Services (A),SP20,2020,92,47,0.872,87.2,0.872,87.2,5.22,A- (3.78),3.78,A- (3.78),3.78,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004094
Gopal Christopher S.,Gopal,Christopher,MGT 175 - Supply Chain Management (A),SP20,2020,61,24,0.913,91.3,0.913,91.3,3.98,A- (3.75),3.75,B+ (3.66),3.66,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004095
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (A),SP20,2020,40,17,1,100,1,100,4.5,B+ (3.67),3.67,B+ (3.41),3.41,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004049
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (B),SP20,2020,67,21,0.85,85,1,100,4.31,A- (3.72),3.72,B+ (3.38),3.38,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004050
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (C),SP20,2020,74,31,0.871,87.1,0.968,96.8,3.85,B+ (3.68),3.68,B+ (3.54),3.54,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004051
McKay Mary A,McKay,Mary,MGT 18 - Managing Diverse Teams (D),SP20,2020,70,24,0.913,91.3,0.913,91.3,5.08,A- (3.88),3.88,B+ (3.62),3.62,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004054
Chamberlain Travis Dean,Chamberlain,Travis,MGT 18 - Managing Diverse Teams (E),SP20,2020,46,42,0.976,97.6,1,100,4.4,A- (3.84),3.84,A- (3.77),3.77,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=010268
Buchanan Harold G,Buchanan,Harold,MGT 181 - Enterprise Finance (A),SP20,2020,119,108,0.935,93.5,0.991,99.1,5.1,B+ (3.49),3.49,B+ (3.59),3.59,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004096
Buchanan Harold G,Buchanan,Harold,MGT 181 - Enterprise Finance (B),SP20,2020,117,112,0.982,98.2,0.964,96.4,4.38,B+ (3.58),3.58,B+ (3.64),3.64,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004097
Dunn Louis Jean,Dunn,Louis,MGT 185 - Investment Banking (A),SP20,2020,74,25,0.8,80,0.76,76,10.34,A- (3.83),3.83,B+ (3.63),3.63,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004099
Dunn Louis Jean,Dunn,Louis,MGT 187 - New Venture Finance (A),SP20,2020,96,37,0.944,94.4,0.917,91.7,5.44,A- (3.85),3.85,B+ (3.61),3.61,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004100
Wagner Timothy Ryan,Wagner,Timothy,MGT 3 - Quant Methods in Business (A),SP20,2020,60,18,0.941,94.1,1,100,4.74,A- (3.70),3.7,A- (3.72),3.72,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004037
Levkoff Steven B.,Levkoff,Steven,MGT 4 - Financial Accounting (A),SP20,2020,10,4,1,100,1,100,5.5,C+ (2.67),2.67,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004039
Cheynel Edwige,Cheynel,Edwige,MGT 45 - Principles of Accounting (A),SP20,2020,188,78,0.987,98.7,0.961,96.1,4.32,A- (3.83),3.83,A- (3.93),3.93,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=010269
Houskeeper Robert,Houskeeper,Robert,MGT 5 - Managerial Accounting (A),SP20,2020,184,57,0.893,89.3,0.714,71.4,4.75,B+ (3.69),3.69,A- (3.82),3.82,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=004040
Deal Jennifer Jean,Deal,Jennifer,MGT 52 - Test & Measurement at Work (A),SP20,2020,74,60,0.867,86.7,0.95,95,3.35,B+ (3.68),3.68,B+ (3.61),3.61,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=010272
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (A),WI20,2020,36,35,0.971,97.1,0.943,94.3,4.21,B+ (3.39),3.39,B (3.15),3.15,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988870
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (B),WI20,2020,71,65,0.985,98.5,0.969,96.9,4.38,B+ (3.36),3.36,B (3.10),3.1,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988871
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (C),WI20,2020,71,67,0.955,95.5,0.94,94,4.65,B (3.23),3.23,B (3.29),3.29,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988872
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (D),WI20,2020,75,70,0.914,91.4,0.9,90,5.27,B (3.26),3.26,B+ (3.38),3.38,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988873
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (E),WI20,2020,75,69,0.957,95.7,0.957,95.7,4.5,B+ (3.31),3.31,B (3.20),3.2,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988874
Demill Burritt,Demill,Burritt,MGT 103 - Product Marketing & Management (F),WI20,2020,76,75,0.987,98.7,0.987,98.7,3.99,B+ (3.42),3.42,B+ (3.67),3.67,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999158
Bates Kenneth Walter,Bates,Kenneth,MGT 103 - Product Marketing & Management (G),WI20,2020,72,66,0.848,84.8,0.833,83.3,4.62,B+ (3.42),3.42,B+ (3.33),3.33,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999430
Bates Kenneth Walter,Bates,Kenneth,MGT 103 - Product Marketing & Management (H),WI20,2020,52,43,0.977,97.7,0.977,97.7,4.78,B+ (3.44),3.44,B+ (3.35),3.35,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999431
Campbell Robert Harold,Campbell,Robert,MGT 105 - Product Promotion & Brand Mgt (A),WI20,2020,116,108,0.954,95.4,0.917,91.7,3.8,B+ (3.62),3.62,B+ (3.36),3.36,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988875
Eberhard Craig A,Eberhard,Craig,MGT 106 - Sales and Sales Management (A),WI20,2020,73,65,0.985,98.5,1,100,2.68,B+ (3.69),3.69,B+ (3.51),3.51,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988876
Gershon Rachel M,Gershon,Rachel,MGT 107 - Consumer Behavior (A),WI20,2020,73,42,0.976,97.6,1,100,3.43,A- (3.75),3.75,B+ (3.62),3.62,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999160
Fuller Robert L.,Fuller,Robert,MGT 112 - Global Business Strategy (A),WI20,2020,77,38,0.711,71.1,0.676,67.6,4.45,B+ (3.58),3.58,B+ (3.68),3.68,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999161
Fuller Robert L.,Fuller,Robert,MGT 112 - Global Business Strategy (B),WI20,2020,42,19,0.842,84.2,0.737,73.7,6.29,A- (3.79),3.79,A- (3.74),3.74,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999162
Somasundaram Tyagarajan,Somasundaram,Tyagarajan,MGT 112 - Global Business Strategy (C),WI20,2020,23,15,0.667,66.7,0.867,86.7,6.5,B+ (3.60),3.6,B+ (3.41),3.41,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999163
Somasundaram Tyagarajan,Somasundaram,Tyagarajan,MGT 112 - Global Business Strategy (D),WI20,2020,24,19,0.579,57.9,0.842,84.2,5.13,B+ (3.42),3.42,B+ (3.57),3.57,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999164
Zimmermann Carsten,Zimmermann,Carsten,MGT 112 - Global Business Strategy (E),WI20,2020,79,69,0.855,85.5,0.899,89.9,4.65,B+ (3.51),3.51,B+ (3.61),3.61,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999165
Pecore Joseph P.,Pecore,Joseph,MGT 12 - Personal Financial Management (A),WI20,2020,112,96,0.979,97.9,1,100,2.33,B+ (3.63),3.63,B (3.27),3.27,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988858
Pecore Joseph P.,Pecore,Joseph,MGT 12 - Personal Financial Management (B),WI20,2020,103,92,0.924,92.4,0.946,94.6,2.72,B+ (3.53),3.53,B (3.14),3.14,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988859
Zhu Kevin Xiaoguo,Zhu,Kevin,MGT 127 - Innovation and Tech Strategy (A),WI20,2020,86,85,0.917,91.7,0.94,94,4.65,B+ (3.40),3.4,B+ (3.57),3.57,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999166
Bertomeu Jeremy,Bertomeu,Jeremy,MGT 131A - Intermediate Accounting A (A),WI20,2020,91,37,0.944,94.4,0.917,91.7,5.89,B+ (3.31),3.31,B+ (3.52),3.52,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999167
Houskeeper Robert,Houskeeper,Robert,MGT 131B - Intermediate Accounting B (A),WI20,2020,78,65,0.969,96.9,0.954,95.4,5,B+ (3.66),3.66,B+ (3.66),3.66,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988877
Anderson John Charles,Anderson,John,MGT 135 - Federal Taxation-Companies (A),WI20,2020,67,39,0.865,86.5,0.946,94.6,4.83,B+ (3.44),3.44,B (3.24),3.24,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988878
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 136 - Advanced Accounting (A),WI20,2020,47,46,1,100,1,100,4.81,A- (3.71),3.71,B+ (3.64),3.64,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999168
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 137 - Financial Statement Analysis (A),WI20,2020,75,73,1,100,1,100,4.77,A- (3.87),3.87,A- (3.89),3.89,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999169
Perols Johan Lars,Perols,Johan,MGT 139 - Accounting Information Systems (A),WI20,2020,21,8,1,100,1,100,6.5,B+ (3.60),3.6,B (3.07),3.07,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999170
Perols Johan Lars,Perols,Johan,MGT 153 - Business Analytics (A),WI20,2020,47,21,1,100,1,100,8.4,B (3.06),3.06,B (3.15),3.15,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999171
Phiroz Zal Navroze,Phiroz,Zal,MGT 153 - Business Analytics (B),WI20,2020,56,29,0.893,89.3,0.893,89.3,5,B (3.29),3.29,A- (3.78),3.78,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999172
Campbell Robert Harold,Campbell,Robert,MGT 16 - Personal Ethics at Work (A),WI20,2020,105,98,0.969,96.9,0.918,91.8,3.72,B+ (3.70),3.7,B+ (3.43),3.43,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988860
Campbell Robert Harold,Campbell,Robert,MGT 16 - Personal Ethics at Work (B),WI20,2020,107,88,0.943,94.3,0.941,94.1,3.56,B+ (3.52),3.52,B (3.12),3.12,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988861
Buchanan Harold G,Buchanan,Harold,MGT 16 - Personal Ethics at Work (C),WI20,2020,45,43,0.93,93,0.977,97.7,2.59,B+ (3.51),3.51,B+ (3.53),3.53,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988862
Buchanan Harold G,Buchanan,Harold,MGT 16 - Personal Ethics at Work (D),WI20,2020,54,53,0.981,98.1,1,100,3.07,B+ (3.50),3.5,B+ (3.52),3.52,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988863
Demill Burritt,Demill,Burritt,MGT 162 - Negotiation (A),WI20,2020,61,56,1,100,1,100,2.68,A- (3.83),3.83,A- (3.75),3.75,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999173
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (A),WI20,2020,57,52,0.885,88.5,0.923,92.3,5.12,B (3.16),3.16,B- (2.94),2.94,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988879
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (B),WI20,2020,74,72,0.819,81.9,0.903,90.3,5.06,B (3.15),3.15,B (3.01),3.01,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988880
Meyer Alison Bloomfield,Meyer,Alison,MGT 164 - Business and Org Leadership (C),WI20,2020,85,78,0.885,88.5,0.897,89.7,4.81,A- (3.70),3.7,B+ (3.55),3.55,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999174
Meyer Alison Bloomfield,Meyer,Alison,MGT 164 - Business and Org Leadership (D),WI20,2020,78,66,0.939,93.9,0.97,97,4.5,A- (3.77),3.77,B+ (3.57),3.57,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999175
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (A),WI20,2020,71,59,0.793,79.3,0.828,82.8,5.2,B (3.14),3.14,B (3.15),3.15,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988881
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (B),WI20,2020,66,61,0.883,88.3,0.817,81.7,5.07,B+ (3.41),3.41,B (3.26),3.26,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988882
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (C),WI20,2020,65,59,0.864,86.4,0.881,88.1,5.69,B (3.29),3.29,B (3.17),3.17,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988883
Shaffer Lisa Robock,Shaffer,Lisa,MGT 166 - Corp Social Responsibility (D),WI20,2020,37,24,0.958,95.8,0.875,87.5,5.98,B+ (3.57),3.57,B+ (3.39),3.39,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999176
Klaas Jeffrey David,Klaas,Jeffrey,MGT 167 - Social Entrepreneurship (A),WI20,2020,70,65,0.969,96.9,0.969,96.9,3.7,B+ (3.61),3.61,B+ (3.34),3.34,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988884
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (A),WI20,2020,97,88,0.875,87.5,0.977,97.7,3.73,B+ (3.40),3.4,B+ (3.35),3.35,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988885
Royal Rebecca,Royal,Rebecca,MGT 172 - Business Project Management (A),WI20,2020,97,85,0.871,87.1,0.929,92.9,3.75,B+ (3.42),3.42,B+ (3.35),3.35,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988885A
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (B),WI20,2020,75,72,0.986,98.6,0.986,98.6,4.25,B+ (3.49),3.49,B+ (3.36),3.36,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988886
Zimmermann Carsten,Zimmermann,Carsten,MGT 172 - Business Project Management (C),WI20,2020,72,63,0.825,82.5,0.889,88.9,4.4,B+ (3.49),3.49,B+ (3.44),3.44,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999177
Fuller Robert L.,Fuller,Robert,MGT 173 - Project Mgt- Health Services (A),WI20,2020,108,52,0.96,96,0.94,94,5.9,A- (3.88),3.88,A- (3.71),3.71,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988887
Hayes Sherry Lorine,Hayes,Sherry,MGT 173 - Project Mgt- Health Services (B),WI20,2020,97,86,0.965,96.5,0.977,97.7,4.22,B+ (3.67),3.67,B+ (3.61),3.61,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999432
Gopal Christopher S.,Gopal,Christopher,MGT 175 - Supply Chain Management (A),WI20,2020,37,30,0.897,89.7,0.897,89.7,3.4,B+ (3.59),3.59,B+ (3.54),3.54,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999178
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (A),WI20,2020,71,57,0.86,86,0.965,96.5,4.01,B (3.17),3.17,C+ (2.64),2.64,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988864
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (B),WI20,2020,69,59,0.759,75.9,0.897,89.7,4.05,B (3.26),3.26,B- (2.83),2.83,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988865
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (C),WI20,2020,73,64,0.922,92.2,0.984,98.4,3.61,B (3.20),3.2,B- (2.98),2.98,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988866
McKay Mary A,McKay,Mary,MGT 18 - Managing Diverse Teams (D),WI20,2020,64,62,0.79,79,0.806,80.6,3.73,B (3.11),3.11,B (3.13),3.13,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988867
Buchanan Harold G,Buchanan,Harold,MGT 181 - Enterprise Finance (A),WI20,2020,125,123,0.959,95.9,0.967,96.7,5.3,B (3.29),3.29,B (3.16),3.16,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988888
Bliss Barbara Ann,Bliss,Barbara,MGT 181 - Enterprise Finance (B),WI20,2020,103,94,0.968,96.8,0.979,97.9,4.69,B+ (3.37),3.37,B+ (3.30),3.3,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988889
Parashar Sat P,Parashar,Sat,MGT 184 - Money and Banking (A),WI20,2020,61,57,0.877,87.7,0.86,86,4.94,B+ (3.69),3.69,A- (3.83),3.83,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999179
Dunn Louis Jean,Dunn,Louis,MGT 187 - New Venture Finance (A),WI20,2020,70,37,1,100,0.972,97.2,4.56,B+ (3.54),3.54,B- (2.88),2.88,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988890
Dunn Louis Jean,Dunn,Louis,MGT 187 - New Venture Finance (B),WI20,2020,59,22,0.938,93.8,0.938,93.8,3,A- (3.88),3.88,B+ (3.39),3.39,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=999159
Wagner Timothy Ryan,Wagner,Timothy,MGT 3 - Quant Methods in Business (A),WI20,2020,53,26,0.88,88,0.88,88,4.26,B+ (3.59),3.59,B (3.21),3.21,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988852
Levkoff Steven B.,Levkoff,Steven,MGT 4 - Financial Accounting (A),WI20,2020,9,3,0.667,66.7,0.667,66.7,5.17,C+ (2.67),2.67,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988854
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (A),WI20,2020,141,131,0.969,96.9,0.969,96.9,5.75,B+ (3.47),3.47,B+ (3.34),3.34,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988868
Houskeeper Robert,Houskeeper,Robert,MGT 5 - Managerial Accounting (A),WI20,2020,97,74,0.836,83.6,0.836,83.6,4.61,B (3.16),3.16,B- (2.92),2.92,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988856
Houskeeper Robert,Houskeeper,Robert,MGT 5 - Managerial Accounting (B),WI20,2020,155,129,0.89,89,0.921,92.1,4.11,B+ (3.43),3.43,B (3.22),3.22,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=988857
